"length","gene_id"
239,"Montipora_capitata_HIv3___TS.g18622.t1"
278,"Montipora_capitata_HIv3___TS.g18623.t1"
16015,"Montipora_capitata_HIv3___RNAseq.g34106.t1"
13550,"Montipora_capitata_HIv3___RNAseq.g34107.t1"
13624,"Montipora_capitata_HIv3___TS.g18626.t1"
54243,"Montipora_capitata_HIv3___RNAseq.g34109.t1"
1683,"Montipora_capitata_HIv3___TS.g18629.t1"
2061,"Montipora_capitata_HIv3___TS.g18630.t1"
19743,"Montipora_capitata_HIv3___RNAseq.g34110.t1"
24820,"Montipora_capitata_HIv3___RNAseq.g34111.t1"
416,"Montipora_capitata_HIv3___RNAseq.g34112.t1"
13068,"Montipora_capitata_HIv3___RNAseq.g34113.t1"
2157,"Montipora_capitata_HIv3___RNAseq.g34114.t1"
1586,"Montipora_capitata_HIv3___RNAseq.g34115.t1"
2150,"Montipora_capitata_HIv3___RNAseq.g34116.t1"
419,"Montipora_capitata_HIv3___RNAseq.g34117.t1"
650,"Montipora_capitata_HIv3___RNAseq.g34118.t1"
21770,"Montipora_capitata_HIv3___RNAseq.g34119.t1"
1747,"Montipora_capitata_HIv3___TS.g18641.t1"
500,"Montipora_capitata_HIv3___RNAseq.g34121.t1"
1178,"Montipora_capitata_HIv3___RNAseq.g34122.t1"
29541,"Montipora_capitata_HIv3___TS.g18644.t1"
4726,"Montipora_capitata_HIv3___RNAseq.g34124.t1"
893,"Montipora_capitata_HIv3___RNAseq.g34125.t1"
10293,"Montipora_capitata_HIv3___RNAseq.g34126.t1"
416,"Montipora_capitata_HIv3___RNAseq.g34127.t1"
3699,"Montipora_capitata_HIv3___TS.g18649.t1"
10268,"Montipora_capitata_HIv3___RNAseq.g34129.t1"
12114,"Montipora_capitata_HIv3___TS.g18651.t1"
2840,"Montipora_capitata_HIv3___RNAseq.g34130.t1"
371,"Montipora_capitata_HIv3___RNAseq.g34131.t1"
365,"Montipora_capitata_HIv3___RNAseq.g34132.t1"
611,"Montipora_capitata_HIv3___RNAseq.g34133.t1"
389,"Montipora_capitata_HIv3___RNAseq.g34134.t1"
326,"Montipora_capitata_HIv3___RNAseq.g34135.t1"
6703,"Montipora_capitata_HIv3___RNAseq.g34136.t1"
617,"Montipora_capitata_HIv3___RNAseq.g34137.t1"
2411,"Montipora_capitata_HIv3___RNAseq.g34138.t1"
425,"Montipora_capitata_HIv3___RNAseq.g34139.t1"
1523,"Montipora_capitata_HIv3___RNAseq.g34140.t1"
3921,"Montipora_capitata_HIv3___RNAseq.g34141.t1"
1665,"Montipora_capitata_HIv3___RNAseq.g34142.t1"
52529,"Montipora_capitata_HIv3___RNAseq.g34143.t1"
419,"Montipora_capitata_HIv3___TS.g18666.t1"
987,"Montipora_capitata_HIv3___TS.g18668.t1"
2591,"Montipora_capitata_HIv3___TS.g18670.t1"
404,"Montipora_capitata_HIv3___RNAseq.g34144.t1"
3230,"Montipora_capitata_HIv3___RNAseq.g34146.t1"
719,"Montipora_capitata_HIv3___RNAseq.g34147.t1"
7589,"Montipora_capitata_HIv3___TS.g18673.t1"
8985,"Montipora_capitata_HIv3___RNAseq.g34148.t1"
728,"Montipora_capitata_HIv3___RNAseq.g34149.t1"
1851,"Montipora_capitata_HIv3___RNAseq.g34150.t1"
1009,"Montipora_capitata_HIv3___TS.g18676.t1"
572,"Montipora_capitata_HIv3___RNAseq.g34152.t1"
329,"Montipora_capitata_HIv3___RNAseq.g34153.t1"
45427,"Montipora_capitata_HIv3___RNAseq.g34154.t1"
953,"Montipora_capitata_HIv3___TS.g18680.t1"
13337,"Montipora_capitata_HIv3___RNAseq.g34155.t1"
19865,"Montipora_capitata_HIv3___RNAseq.g34156.t2"
6055,"Montipora_capitata_HIv3___RNAseq.g34157.t1"
1032,"Montipora_capitata_HIv3___RNAseq.g34158.t1"
1181,"Montipora_capitata_HIv3___TS.g18685.t1b"
341,"Montipora_capitata_HIv3___RNAseq.g34160.t1"
374,"Montipora_capitata_HIv3___RNAseq.g34161.t1"
9472,"Montipora_capitata_HIv3___TS.g18685.t1a"
320,"Montipora_capitata_HIv3___RNAseq.g34162.t1"
7164,"Montipora_capitata_HIv3___RNAseq.g34164.t1"
1001,"Montipora_capitata_HIv3___TS.g18688.t1"
335,"Montipora_capitata_HIv3___RNAseq.g34166.t1"
919,"Montipora_capitata_HIv3___RNAseq.g34167.t1"
7430,"Montipora_capitata_HIv3___TS.g18690.t1"
305,"Montipora_capitata_HIv3___RNAseq.g34168.t1"
30508,"Montipora_capitata_HIv3___TS.g18692.t1"
21935,"Montipora_capitata_HIv3___TS.g18693.t1"
22602,"Montipora_capitata_HIv3___RNAseq.g34171.t1"
61686,"Montipora_capitata_HIv3___RNAseq.g34172.t1"
11753,"Montipora_capitata_HIv3___RNAseq.g34173.t1"
4791,"Montipora_capitata_HIv3___RNAseq.g34174.t1"
682,"Montipora_capitata_HIv3___RNAseq.g34175.t1"
1810,"Montipora_capitata_HIv3___RNAseq.g34176.t1"
7818,"Montipora_capitata_HIv3___TS.g18700.t1"
76972,"Montipora_capitata_HIv3___RNAseq.g34177.t1"
680,"Montipora_capitata_HIv3___RNAseq.g34178.t1"
1590,"Montipora_capitata_HIv3___RNAseq.g34179.t1"
20379,"Montipora_capitata_HIv3___RNAseq.g34180.t1"
8058,"Montipora_capitata_HIv3___RNAseq.g34181.t1"
6572,"Montipora_capitata_HIv3___RNAseq.g34182.t1"
735,"Montipora_capitata_HIv3___RNAseq.g34183.t1"
10865,"Montipora_capitata_HIv3___RNAseq.g34184.t1"
9095,"Montipora_capitata_HIv3___TS.g18707.t1b"
21136,"Montipora_capitata_HIv3___TS.g18707.t1a"
47777,"Montipora_capitata_HIv3___RNAseq.g34187.t2"
554,"Montipora_capitata_HIv3___TS.g18711.t1"
1088,"Montipora_capitata_HIv3___RNAseq.g34189.t1"
860,"Montipora_capitata_HIv3___TS.g18713.t1"
401,"Montipora_capitata_HIv3___RNAseq.g34191.t1"
8710,"Montipora_capitata_HIv3___RNAseq.g34192.t1"
8936,"Montipora_capitata_HIv3___RNAseq.g34193.t1"
572,"Montipora_capitata_HIv3___RNAseq.g34194.t1"
1034,"Montipora_capitata_HIv3___RNAseq.g34195.t1"
29764,"Montipora_capitata_HIv3___RNAseq.g34196.t1"
7996,"Montipora_capitata_HIv3___RNAseq.g34197.t1"
692,"Montipora_capitata_HIv3___RNAseq.g34198.t1"
290,"Montipora_capitata_HIv3___RNAseq.g34199.t1"
1088,"Montipora_capitata_HIv3___RNAseq.g34200.t1"
1163,"Montipora_capitata_HIv3___TS.g18724.t1"
1163,"Montipora_capitata_HIv3___TS.g18725.t1"
12128,"Montipora_capitata_HIv3___RNAseq.g34203.t1"
2381,"Montipora_capitata_HIv3___RNAseq.g34204.t1"
10683,"Montipora_capitata_HIv3___RNAseq.g34205.t1"
2381,"Montipora_capitata_HIv3___RNAseq.g34206.t1"
27085,"Montipora_capitata_HIv3___TS.g18730.t1"
2480,"Montipora_capitata_HIv3___RNAseq.g34208.t1"
10353,"Montipora_capitata_HIv3___RNAseq.g34209.t1"
8380,"Montipora_capitata_HIv3___RNAseq.g34210.t1"
48726,"Montipora_capitata_HIv3___RNAseq.g34211.t1"
26365,"Montipora_capitata_HIv3___RNAseq.g34212.t3"
4002,"Montipora_capitata_HIv3___TS.g18735.t1a"
18206,"Montipora_capitata_HIv3___TS.g18735.t1b"
2357,"Montipora_capitata_HIv3___RNAseq.g34215.t1"
15464,"Montipora_capitata_HIv3___RNAseq.g34216.t1a"
2842,"Montipora_capitata_HIv3___RNAseq.g34216.t1b"
3941,"Montipora_capitata_HIv3___RNAseq.g34216.t1c"
31992,"Montipora_capitata_HIv3___RNAseq.g34217.t1"
20698,"Montipora_capitata_HIv3___RNAseq.g34218.t1"
12758,"Montipora_capitata_HIv3___RNAseq.g34219.t1"
7039,"Montipora_capitata_HIv3___RNAseq.g34220.t1"
15218,"Montipora_capitata_HIv3___RNAseq.g34221.t1"
329,"Montipora_capitata_HIv3___RNAseq.g34222.t1"
14938,"Montipora_capitata_HIv3___RNAseq.g34223.t1"
59099,"Montipora_capitata_HIv3___TS.g18746.t1"
10873,"Montipora_capitata_HIv3___RNAseq.g34226.t1"
3161,"Montipora_capitata_HIv3___RNAseq.g34227.t1"
12838,"Montipora_capitata_HIv3___RNAseq.g34228.t1"
869,"Montipora_capitata_HIv3___RNAseq.g34229.t1"
707,"Montipora_capitata_HIv3___TS.g18751.t1"
938,"Montipora_capitata_HIv3___RNAseq.g34230.t1"
154046,"Montipora_capitata_HIv3___RNAseq.g34231.t1"
25003,"Montipora_capitata_HIv3___RNAseq.g34232.t1"
25426,"Montipora_capitata_HIv3___TS.g18755.t1"
557,"Montipora_capitata_HIv3___RNAseq.g34234.t1"
41638,"Montipora_capitata_HIv3___TS.g18756.t1"
4602,"Montipora_capitata_HIv3___RNAseq.g34237.t1"
6707,"Montipora_capitata_HIv3___RNAseq.g34239.t1"
5510,"Montipora_capitata_HIv3___TS.g18758.t2a"
97695,"Montipora_capitata_HIv3___TS.g18758.t2b"
260,"Montipora_capitata_HIv3___RNAseq.g34242.t1"
521,"Montipora_capitata_HIv3___RNAseq.g34243.t1"
29208,"Montipora_capitata_HIv3___RNAseq.g34244.t1"
13740,"Montipora_capitata_HIv3___RNAseq.g34245.t1"
18690,"Montipora_capitata_HIv3___TS.g18763.t1"
6215,"Montipora_capitata_HIv3___RNAseq.g34246.t1"
6387,"Montipora_capitata_HIv3___RNAseq.g34248.t1"
3085,"Montipora_capitata_HIv3___TS.g18765.t1"
11845,"Montipora_capitata_HIv3___RNAseq.g34249.t1"
16828,"Montipora_capitata_HIv3___RNAseq.g34250.t1"
6859,"Montipora_capitata_HIv3___RNAseq.g34251.t1"
26254,"Montipora_capitata_HIv3___RNAseq.g34252.t1"
1448,"Montipora_capitata_HIv3___RNAseq.g34253.t1"
7530,"Montipora_capitata_HIv3___RNAseq.g34254.t1"
425,"Montipora_capitata_HIv3___RNAseq.g34255.t1"
2242,"Montipora_capitata_HIv3___RNAseq.g34256.t1"
2647,"Montipora_capitata_HIv3___RNAseq.g34257.t1"
491,"Montipora_capitata_HIv3___RNAseq.g34258.t1"
1853,"Montipora_capitata_HIv3___RNAseq.g34259.t1"
731,"Montipora_capitata_HIv3___RNAseq.g34260.t1"
1016,"Montipora_capitata_HIv3___RNAseq.g34261.t1"
1520,"Montipora_capitata_HIv3___RNAseq.g34262.t1"
5112,"Montipora_capitata_HIv3___TS.g18781.t1"
2525,"Montipora_capitata_HIv3___RNAseq.g34264.t1"
2360,"Montipora_capitata_HIv3___RNAseq.g34265.t1"
1402,"Montipora_capitata_HIv3___RNAseq.g34266.t1"
1615,"Montipora_capitata_HIv3___RNAseq.g34267.t1"
11144,"Montipora_capitata_HIv3___RNAseq.g34268.t1"
350,"Montipora_capitata_HIv3___RNAseq.g34269.t1"
4969,"Montipora_capitata_HIv3___TS.g18788.t1"
2289,"Montipora_capitata_HIv3___TS.g18789.t1"
425,"Montipora_capitata_HIv3___RNAseq.g34273.t1"
785,"Montipora_capitata_HIv3___TS.g18791.t1"
1005,"Montipora_capitata_HIv3___TS.g18792.t1"
7830,"Montipora_capitata_HIv3___TS.g18793.t1"
356,"Montipora_capitata_HIv3___RNAseq.g34275.t1"
4839,"Montipora_capitata_HIv3___TS.g18795.t1"
9846,"Montipora_capitata_HIv3___RNAseq.g34276.t1"
10706,"Montipora_capitata_HIv3___RNAseq.g34277.t1"
323,"Montipora_capitata_HIv3___TS.g18797.t1"
863,"Montipora_capitata_HIv3___RNAseq.g34278.t1"
1670,"Montipora_capitata_HIv3___RNAseq.g34279.t1"
1611,"Montipora_capitata_HIv3___TS.g18800.t1"
8712,"Montipora_capitata_HIv3___RNAseq.g34281.t1"
26574,"Montipora_capitata_HIv3___RNAseq.g34282.t1"
11646,"Montipora_capitata_HIv3___RNAseq.g34283.t1"
3597,"Montipora_capitata_HIv3___RNAseq.g34284.t1"
5701,"Montipora_capitata_HIv3___RNAseq.g34285.t1"
503,"Montipora_capitata_HIv3___RNAseq.g34286.t1"
10895,"Montipora_capitata_HIv3___TS.g18807.t2"
4460,"Montipora_capitata_HIv3___RNAseq.g34288.t1"
13906,"Montipora_capitata_HIv3___RNAseq.g34289.t1"
12529,"Montipora_capitata_HIv3___RNAseq.g34290.t1"
11066,"Montipora_capitata_HIv3___RNAseq.g34291.t1"
533,"Montipora_capitata_HIv3___RNAseq.g34292.t1"
770,"Montipora_capitata_HIv3___RNAseq.g34293.t1"
956,"Montipora_capitata_HIv3___RNAseq.g34294.t1"
7263,"Montipora_capitata_HIv3___RNAseq.g34295.t1"
1279,"Montipora_capitata_HIv3___RNAseq.g34296.t1"
488,"Montipora_capitata_HIv3___RNAseq.g34297.t1"
605,"Montipora_capitata_HIv3___RNAseq.g34298.t1"
275,"Montipora_capitata_HIv3___TS.g18819.t1"
16026,"Montipora_capitata_HIv3___RNAseq.g34299.t1"
4720,"Montipora_capitata_HIv3___RNAseq.g34300.t1"
5115,"Montipora_capitata_HIv3___RNAseq.g34301.t1"
7250,"Montipora_capitata_HIv3___RNAseq.g34302.t1"
386,"Montipora_capitata_HIv3___RNAseq.g34303.t1"
3727,"Montipora_capitata_HIv3___RNAseq.g34304.t1"
36614,"Montipora_capitata_HIv3___TS.g18826.t1"
230,"Montipora_capitata_HIv3___TS.g18827.t1"
1994,"Montipora_capitata_HIv3___RNAseq.g34306.t1"
8352,"Montipora_capitata_HIv3___RNAseq.g34307.t1"
530,"Montipora_capitata_HIv3___TS.g18830.t1"
587,"Montipora_capitata_HIv3___TS.g18831.t1"
10292,"Montipora_capitata_HIv3___TS.g18832.t1"
16462,"Montipora_capitata_HIv3___RNAseq.g34310.t1"
3700,"Montipora_capitata_HIv3___RNAseq.g34311.t1"
37641,"Montipora_capitata_HIv3___RNAseq.g34312.t1"
11414,"Montipora_capitata_HIv3___RNAseq.g34314.t1"
770,"Montipora_capitata_HIv3___RNAseq.g34315.t1"
17910,"Montipora_capitata_HIv3___RNAseq.g34316.t1"
13882,"Montipora_capitata_HIv3___RNAseq.g34317.t1"
19195,"Montipora_capitata_HIv3___RNAseq.g34318.t1"
12319,"Montipora_capitata_HIv3___RNAseq.g34319.t1"
8687,"Montipora_capitata_HIv3___RNAseq.g34320.t1"
1040,"Montipora_capitata_HIv3___RNAseq.g34321.t1"
15119,"Montipora_capitata_HIv3___RNAseq.g34322.t1"
3430,"Montipora_capitata_HIv3___RNAseq.g34323.t1"
9974,"Montipora_capitata_HIv3___RNAseq.g34324.t1"
476,"Montipora_capitata_HIv3___RNAseq.g34325.t1"
3800,"Montipora_capitata_HIv3___RNAseq.g34326.t1"
527,"Montipora_capitata_HIv3___RNAseq.g34327.t1"
15073,"Montipora_capitata_HIv3___TS.g18848.t1"
12726,"Montipora_capitata_HIv3___RNAseq.g34329.t1"
1528,"Montipora_capitata_HIv3___RNAseq.33848_t"
12327,"Montipora_capitata_HIv3___RNAseq.g34331.t1"
12615,"Montipora_capitata_HIv3___RNAseq.g34332.t1"
6346,"Montipora_capitata_HIv3___RNAseq.g34333.t1"
20923,"Montipora_capitata_HIv3___TS.g18855.t2"
1145,"Montipora_capitata_HIv3___RNAseq.g34335.t1"
21096,"Montipora_capitata_HIv3___RNAseq.g34336.t1"
2528,"Montipora_capitata_HIv3___RNAseq.g34337.t1"
8294,"Montipora_capitata_HIv3___RNAseq.g34338.t1"
17138,"Montipora_capitata_HIv3___RNAseq.g34339.t1"
437,"Montipora_capitata_HIv3___TS.g18861.t1"
326,"Montipora_capitata_HIv3___RNAseq.g34340.t1"
33612,"Montipora_capitata_HIv3___TS.g18863.t2"
21146,"Montipora_capitata_HIv3___RNAseq.g34342.t1"
6073,"Montipora_capitata_HIv3___TS.g18865.t1"
3321,"Montipora_capitata_HIv3___TS.g18866.t1"
1019,"Montipora_capitata_HIv3___RNAseq.g34344.t1"
311,"Montipora_capitata_HIv3___RNAseq.g34345.t1"
6447,"Montipora_capitata_HIv3___TS.g18869.t1"
3511,"Montipora_capitata_HIv3___RNAseq.g34347.t1"
311,"Montipora_capitata_HIv3___RNAseq.g34348.t1"
4687,"Montipora_capitata_HIv3___RNAseq.g34349.t1"
6163,"Montipora_capitata_HIv3___RNAseq.g34350.t1"
4436,"Montipora_capitata_HIv3___RNAseq.g34351.t1"
3042,"Montipora_capitata_HIv3___RNAseq.g34352.t1"
455,"Montipora_capitata_HIv3___TS.g18877.t1"
13831,"Montipora_capitata_HIv3___TS.g18878.t1"
1130,"Montipora_capitata_HIv3___RNAseq.g34356.t1"
698,"Montipora_capitata_HIv3___RNAseq.g34357.t1"
9054,"Montipora_capitata_HIv3___RNAseq.g34358.t1"
2899,"Montipora_capitata_HIv3___RNAseq.g34359.t1"
6220,"Montipora_capitata_HIv3___TS.g18883.t1"
404,"Montipora_capitata_HIv3___RNAseq.g34362.t1"
479,"Montipora_capitata_HIv3___RNAseq.g34363.t1"
13334,"Montipora_capitata_HIv3___RNAseq.g34364.t1"
1652,"Montipora_capitata_HIv3___RNAseq.g34365.t1"
3051,"Montipora_capitata_HIv3___TS.g18887.t1"
19820,"Montipora_capitata_HIv3___RNAseq.g34367.t1"
3848,"Montipora_capitata_HIv3___TS.g18889.t1"
452,"Montipora_capitata_HIv3___RNAseq.g34369.t1"
338,"Montipora_capitata_HIv3___RNAseq.g34370.t1"
1673,"Montipora_capitata_HIv3___TS.g18892.t1"
1670,"Montipora_capitata_HIv3___RNAseq.g34372.t1"
1239,"Montipora_capitata_HIv3___RNAseq.g34373.t1"
20198,"Montipora_capitata_HIv3___RNAseq.g34374.t1"
44666,"Montipora_capitata_HIv3___RNAseq.g34375.t1"
1687,"Montipora_capitata_HIv3___RNAseq.g34376.t1"
476,"Montipora_capitata_HIv3___RNAseq.g34377.t1"
1166,"Montipora_capitata_HIv3___RNAseq.g34378.t1"
30337,"Montipora_capitata_HIv3___RNAseq.g34379.t1"
317,"Montipora_capitata_HIv3___TS.g18901.t1"
6149,"Montipora_capitata_HIv3___RNAseq.g34380.t2"
22967,"Montipora_capitata_HIv3___RNAseq.g34381.t1"
1445,"Montipora_capitata_HIv3___RNAseq.g34382.t1"
3284,"Montipora_capitata_HIv3___RNAseq.g34383.t1"
7294,"Montipora_capitata_HIv3___RNAseq.g34384.t1"
20356,"Montipora_capitata_HIv3___RNAseq.g34385.t1"
15390,"Montipora_capitata_HIv3___RNAseq.g34386.t1"
13230,"Montipora_capitata_HIv3___RNAseq.g34387.t1"
458,"Montipora_capitata_HIv3___RNAseq.g34388.t1"
491,"Montipora_capitata_HIv3___RNAseq.g34389.t1"
5722,"Montipora_capitata_HIv3___RNAseq.g34390.t1"
3472,"Montipora_capitata_HIv3___TS.g18913.t1"
1602,"Montipora_capitata_HIv3___RNAseq.g34392.t1"
11555,"Montipora_capitata_HIv3___RNAseq.g34393.t1"
572,"Montipora_capitata_HIv3___RNAseq.g34394.t1"
1061,"Montipora_capitata_HIv3___RNAseq.g34395.t1a"
8334,"Montipora_capitata_HIv3___RNAseq.g34395.t1b"
392,"Montipora_capitata_HIv3___TS.g18917.t1"
449,"Montipora_capitata_HIv3___RNAseq.g34396.t1"
698,"Montipora_capitata_HIv3___RNAseq.g34397.t1"
6516,"Montipora_capitata_HIv3___TS.g18920.t1"
263,"Montipora_capitata_HIv3___RNAseq.g34399.t1"
13848,"Montipora_capitata_HIv3___RNAseq.g34400.t1"
9074,"Montipora_capitata_HIv3___RNAseq.33925_t"
43170,"Montipora_capitata_HIv3___RNAseq.g34402.t1"
3832,"Montipora_capitata_HIv3___RNAseq.g34403.t1"
11801,"Montipora_capitata_HIv3___RNAseq.g34404.t1"
14229,"Montipora_capitata_HIv3___RNAseq.g34405.t1"
257,"Montipora_capitata_HIv3___RNAseq.g34406.t1"
839,"Montipora_capitata_HIv3___RNAseq.g34407.t1"
773,"Montipora_capitata_HIv3___RNAseq.g34408.t1b"
69204,"Montipora_capitata_HIv3___RNAseq.g34408.t1a"
1052,"Montipora_capitata_HIv3___RNAseq.g34409.t1"
5652,"Montipora_capitata_HIv3___RNAseq.g34410.t1"
8842,"Montipora_capitata_HIv3___TS.g18934.t1"
824,"Montipora_capitata_HIv3___RNAseq.g34412.t1"
719,"Montipora_capitata_HIv3___RNAseq.g34413.t1"
281,"Montipora_capitata_HIv3___RNAseq.g34414.t1"
747,"Montipora_capitata_HIv3___RNAseq.g34415.t1"
377,"Montipora_capitata_HIv3___RNAseq.g34416.t1a"
4791,"Montipora_capitata_HIv3___RNAseq.g34416.t1b"
5990,"Montipora_capitata_HIv3___RNAseq.g34417.t1"
16764,"Montipora_capitata_HIv3___RNAseq.g34418.t1"
11332,"Montipora_capitata_HIv3___TS.g18942.t1"
41310,"Montipora_capitata_HIv3___RNAseq.g34420.t1"
467,"Montipora_capitata_HIv3___RNAseq.33945_t"
8631,"Montipora_capitata_HIv3___RNAseq.g34421.t1"
821,"Montipora_capitata_HIv3___RNAseq.g34422.t1"
966,"Montipora_capitata_HIv3___RNAseq.g34423.t1"
7496,"Montipora_capitata_HIv3___RNAseq.g34424.t1"
9332,"Montipora_capitata_HIv3___TS.g18949.t1"
3352,"Montipora_capitata_HIv3___TS.g18950.t1"
7077,"Montipora_capitata_HIv3___TS.g18951.t1"
14545,"Montipora_capitata_HIv3___RNAseq.g34429.t1"
5318,"Montipora_capitata_HIv3___RNAseq.g34430.t1"
17054,"Montipora_capitata_HIv3___RNAseq.g34431.t1"
14139,"Montipora_capitata_HIv3___RNAseq.g34432.t1"
8178,"Montipora_capitata_HIv3___RNAseq.g34433.t1"
317,"Montipora_capitata_HIv3___RNAseq.g34434.t1"
82177,"Montipora_capitata_HIv3___RNAseq.g34435.t1"
713,"Montipora_capitata_HIv3___RNAseq.g34436.t1"
707,"Montipora_capitata_HIv3___RNAseq.g34437.t1"
470,"Montipora_capitata_HIv3___RNAseq.g34438.t1"
1205,"Montipora_capitata_HIv3___RNAseq.g34439.t1"
9679,"Montipora_capitata_HIv3___TS.g18962.t1"
2662,"Montipora_capitata_HIv3___RNAseq.g34441.t1"
296,"Montipora_capitata_HIv3___TS.g18964.t1"
6828,"Montipora_capitata_HIv3___RNAseq.g34442.t1a"
4024,"Montipora_capitata_HIv3___RNAseq.g34442.t1b"
5907,"Montipora_capitata_HIv3___TS.g18966.t1"
18312,"Montipora_capitata_HIv3___RNAseq.g34444.t1"
4909,"Montipora_capitata_HIv3___RNAseq.g34445.t1"
31824,"Montipora_capitata_HIv3___RNAseq.g34446.t1"
5721,"Montipora_capitata_HIv3___RNAseq.g34447.t1"
18276,"Montipora_capitata_HIv3___TS.g18971.t1"
7606,"Montipora_capitata_HIv3___RNAseq.g34450.t1"
8667,"Montipora_capitata_HIv3___TS.g18973.t1"
7519,"Montipora_capitata_HIv3___RNAseq.g34451.t1"
9712,"Montipora_capitata_HIv3___RNAseq.g34452.t1"
30080,"Montipora_capitata_HIv3___RNAseq.g34453.t1"
401,"Montipora_capitata_HIv3___RNAseq.g34454.t1"
773,"Montipora_capitata_HIv3___RNAseq.g34455.t1"
593,"Montipora_capitata_HIv3___RNAseq.g34456.t1"
7292,"Montipora_capitata_HIv3___RNAseq.g34457.t1"
3173,"Montipora_capitata_HIv3___RNAseq.g34458.t1"
764,"Montipora_capitata_HIv3___RNAseq.g34459.t1"
5378,"Montipora_capitata_HIv3___RNAseq.g34460.t1c"
1525,"Montipora_capitata_HIv3___RNAseq.g34460.t1b"
6509,"Montipora_capitata_HIv3___RNAseq.g34460.t1a"
1648,"Montipora_capitata_HIv3___TS.g18984.t1"
314,"Montipora_capitata_HIv3___RNAseq.g34462.t1"
287,"Montipora_capitata_HIv3___RNAseq.g34463.t1"
9681,"Montipora_capitata_HIv3___RNAseq.g34464.t1"
99092,"Montipora_capitata_HIv3___RNAseq.g34465.t2"
2040,"Montipora_capitata_HIv3___TS.g18990.t1"
28924,"Montipora_capitata_HIv3___TS.g18992.t3"
47247,"Montipora_capitata_HIv3___RNAseq.g34467.t1"
10107,"Montipora_capitata_HIv3___RNAseq.g34468.t1"
13224,"Montipora_capitata_HIv3___RNAseq.g34469.t1"
365,"Montipora_capitata_HIv3___RNAseq.g34470.t1"
11810,"Montipora_capitata_HIv3___RNAseq.g34471.t1"
6130,"Montipora_capitata_HIv3___TS.g18997.t1"
5474,"Montipora_capitata_HIv3___RNAseq.g34474.t1"
12026,"Montipora_capitata_HIv3___RNAseq.g34475.t1"
12019,"Montipora_capitata_HIv3___RNAseq.34011_t"
24785,"Montipora_capitata_HIv3___TS.g19001.t2"
10397,"Montipora_capitata_HIv3___RNAseq.g34478.t1"
10121,"Montipora_capitata_HIv3___TS.g19003.t2"
3657,"Montipora_capitata_HIv3___RNAseq.g34480.t1"
17631,"Montipora_capitata_HIv3___RNAseq.g34481.t1"
14982,"Montipora_capitata_HIv3___TS.g19006.t1"
6974,"Montipora_capitata_HIv3___RNAseq.g34483.t1"
8063,"Montipora_capitata_HIv3___RNAseq.g34484.t1"
4949,"Montipora_capitata_HIv3___RNAseq.g34485.t1"
9848,"Montipora_capitata_HIv3___RNAseq.g34486.t1"
44629,"Montipora_capitata_HIv3___RNAseq.g34487.t1"
977,"Montipora_capitata_HIv3___RNAseq.34028_t"
680,"Montipora_capitata_HIv3___TS.g19014.t1"
995,"Montipora_capitata_HIv3___RNAseq.g34489.t1"
6252,"Montipora_capitata_HIv3___TS.g19016.t1"
18013,"Montipora_capitata_HIv3___RNAseq.g34491.t1"
2229,"Montipora_capitata_HIv3___RNAseq.g34492.t1"
791,"Montipora_capitata_HIv3___RNAseq.g34493.t1"
31071,"Montipora_capitata_HIv3___TS.g19020.t1"
5935,"Montipora_capitata_HIv3___RNAseq.g34495.t1"
5854,"Montipora_capitata_HIv3___RNAseq.g34496.t1"
10204,"Montipora_capitata_HIv3___RNAseq.g34497.t1"
278,"Montipora_capitata_HIv3___RNAseq.g34498.t1"
6404,"Montipora_capitata_HIv3___RNAseq.g34499.t1"
20090,"Montipora_capitata_HIv3___RNAseq.g34500.t1"
1421,"Montipora_capitata_HIv3___TS.g19027.t1"
7307,"Montipora_capitata_HIv3___RNAseq.g34501.t1"
8746,"Montipora_capitata_HIv3___RNAseq.g34502.t1"
5286,"Montipora_capitata_HIv3___RNAseq.g34503.t1"
17504,"Montipora_capitata_HIv3___RNAseq.g34504.t1a"
598,"Montipora_capitata_HIv3___TS.g19032.t1"
1004,"Montipora_capitata_HIv3___RNAseq.g34504.t1b"
18224,"Montipora_capitata_HIv3___TS.g19034.t1"
4045,"Montipora_capitata_HIv3___RNAseq.g34506.t1"
13804,"Montipora_capitata_HIv3___RNAseq.g34507.t1"
43851,"Montipora_capitata_HIv3___RNAseq.g34508.t1"
6053,"Montipora_capitata_HIv3___TS.g19037.t1"
416,"Montipora_capitata_HIv3___RNAseq.g34510.t1"
778,"Montipora_capitata_HIv3___RNAseq.g34511.t1"
6082,"Montipora_capitata_HIv3___RNAseq.g34512.t1"
5768,"Montipora_capitata_HIv3___RNAseq.g34513.t1"
1342,"Montipora_capitata_HIv3___TS.g19040.t1"
4060,"Montipora_capitata_HIv3___RNAseq.g34515.t1"
398,"Montipora_capitata_HIv3___TS.g19042.t1"
5999,"Montipora_capitata_HIv3___TS.g19043.t1"
5808,"Montipora_capitata_HIv3___RNAseq.g34518.t1"
3089,"Montipora_capitata_HIv3___RNAseq.g34519.t1"
2958,"Montipora_capitata_HIv3___RNAseq.g34520.t1"
584,"Montipora_capitata_HIv3___RNAseq.g34521.t1"
4605,"Montipora_capitata_HIv3___RNAseq.g34522.t1"
584,"Montipora_capitata_HIv3___RNAseq.g34523.t1"
2892,"Montipora_capitata_HIv3___RNAseq.g34524.t1"
