"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1261","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g23282.t1",0.719660237163038,0.0441484966279629,0.188687570279634,177,-22.03,"2 18","434 457",16,"87.50%","100.00%"
"1262","Montipora_capitata_HIv3___Scaffold_2_86747","Montipora_capitata_HIv3___RNAseq.g23282.t1",0.719660237163038,0.0441484966279629,0.188687570279634,177,-22.03,"2 18","434 457",16,"87.50%","100.00%"
"1263","Montipora_capitata_HIv3___Scaffold_5_319191","Montipora_capitata_HIv3___RNAseq.g23282.t1",0.719660237163038,0.0441484966279629,0.188687570279634,177,-22.03,"2 18","434 457",16,"87.50%","100.00%"
"1264","Montipora_capitata_HIv3___Scaffold_6_415143","Montipora_capitata_HIv3___RNAseq.g23282.t1",0.719660237163038,0.0441484966279629,0.188687570279634,177,-22.03,"2 18","434 457",16,"87.50%","100.00%"
"1265","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g19054.t4a",-0.912515213658619,0.00156602034172059,0.0532679355583431,178,-21.6,"2 23","308 331",21,"76.19%","85.71%"
"1266","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g39844.t1",-0.777436641534218,0.0231655532652175,0.14096223509312,161,-21.62,"2 19","841 861",18,"77.78%","83.33%"
"1267","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___TS.g30527.t1a",0.836942827239299,0.00955604621721006,0.0976197269732885,165,-22.78,"2 21","228 247",19,"73.68%","89.47%"
"1268","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g33553.t2",0.767512890081038,0.0261919861236758,0.148672903918,153,-21.25,"2 14","626 644",12,"83.33%","91.67%"
"1269","Montipora_capitata_HIv3___Scaffold_9_581562","Montipora_capitata_HIv3___RNAseq.g33553.t2",0.785453755939416,0.0208867306365326,0.134777304671685,153,-21.25,"2 14","626 644",12,"83.33%","91.67%"
"1270","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g21934.t1",0.780129828877972,0.0223836505086911,0.138841029025964,170,-23.72,"2 20","754 777",19,"73.68%","94.74%"
"1271","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g40653.t1",0.812740882402525,0.0141968639520547,0.114408817099667,160,-21.04,"2 17","285 307",15,"80.00%","86.67%"
"1272","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___TS.g9323.t1",0.955803613720986,0.000208733521334115,0.0333170210497207,151,-23.76,"2 21","506 529",20,"65.00%","75.00%"
"1273","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g18572.t1",-0.747782569182829,0.0329063582075487,0.164659134173619,155,-20.11,"2 12","663 686",10,"100.00%","100.00%"
"1274","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___TS.g36822.t1",0.799259961015061,0.0173004214092867,0.124351222999339,156,-23.69,"2 20","375 395",18,"72.22%","83.33%"
"1275","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g7295.t1b",0.854257432625186,0.00691796071955464,0.0865194206734862,167,-20.29,"2 23","653 676",22,"72.73%","86.36%"
"1276","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g25740.t1",0.961785118733785,0.000135552096181442,0.0311145657039854,161,-26.77,"2 18","7 30",16,"75.00%","87.50%"
"1277","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___TS.g25740.t1",-0.896462794059264,0.00256377668070482,0.0616957266724372,164,-20.86,"2 21","126 148",19,"68.42%","84.21%"
"1278","Montipora_capitata_HIv3___Scaffold_1_4143","Montipora_capitata_HIv3___RNAseq.g10187.t1",0.773711596778533,0.0242746293612939,0.143913078319939,176,-21.86,"2 22","468 491",21,"80.95%","85.71%"
"1279","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g39742.t1",-0.790274425833056,0.0195865127690112,0.131183346903831,151,-26.87,"2 22","915 940",23,"65.22%","73.91%"
"1280","Montipora_capitata_HIv3___Scaffold_11_793245","Montipora_capitata_HIv3___TS.g20264.t1",0.711623378943725,0.0477350958211786,0.1957709433864,164,-23.28,"2 23","97 119",21,"66.67%","85.71%"
"1281","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g12117.t1",-0.784401151327719,0.0211775866819042,0.135596716600712,162,-20.42,"2 21","101 126",23,"73.91%","78.26%"
"1282","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g34079.t1",-0.71362350405443,0.0468266782888117,0.193943194412596,159,-26.84,"2 18","7 27",16,"81.25%","87.50%"
"1283","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g7726.t1b",0.783140749769366,0.0215291609710169,0.136574682485914,160,-21.73,"2 20","9 29",18,"77.78%","83.33%"
"1284","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___RNAseq.g18836.t1",0.808009225539774,0.0152424406789836,0.117854361520223,170,-23.95,"2 19","793 816",17,"82.35%","88.24%"
"1285","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g48018.t1",-0.85152950133948,0.00729798215200436,0.0882124097834112,152,-24.88,"2 17","728 746",15,"73.33%","80.00%"
"1286","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g38734.t1",-0.712536008525576,0.047319291989542,0.19491673778903,145,-23.79,"2 10","158 181",8,"100.00%","100.00%"
"1287","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___TS.g34639.t1",-0.911366406261191,0.00162707963774118,0.0538226764893264,155,-20.74,"2 18","492 510",16,"75.00%","87.50%"
"1288","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g37410.t1",-0.789955780753568,0.0196708526188298,0.131397085219752,156,-21.4,"2 21","111 132",19,"68.42%","73.68%"
"1289","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___TS.g5372.t1",0.728451968894853,0.0404174194449001,0.181154391392369,148,-27.7,"2 21","716 738",19,"63.16%","68.42%"
"1290","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g5372.t1",-0.912978934973728,0.00154180256571941,0.0530543439728096,145,-23.07,"2 10","899 922",8,"100.00%","100.00%"
"1291","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g35018.t1",-0.769871601828318,0.0254517625220478,0.146875267177027,160,-21.62,"2 21","844 865",21,"76.19%","80.95%"
"1292","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g26546.t1",-0.720048855878467,0.0439793452247127,0.188334007393354,147,-21.03,"2 22","905 931",23,"65.22%","69.57%"
"1293","Montipora_capitata_HIv3___Scaffold_8_529775","Montipora_capitata_HIv3___TS.g24684.t2",-0.755470593655199,0.030177851546465,0.158361838963014,163,-20.46,"2 20","279 302",18,"72.22%","83.33%"
"1294","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g34627.t1b",0.718753036085911,0.0445448976870168,0.189535159473904,172,-20.1,"2 23","467 489",21,"76.19%","85.71%"
"1295","Montipora_capitata_HIv3___Scaffold_2_86747","Montipora_capitata_HIv3___RNAseq.g34627.t1b",0.718753036085911,0.0445448976870168,0.189535159473904,172,-20.1,"2 23","467 489",21,"76.19%","85.71%"
"1296","Montipora_capitata_HIv3___Scaffold_5_319191","Montipora_capitata_HIv3___RNAseq.g34627.t1b",0.718753036085911,0.0445448976870168,0.189535159473904,172,-20.1,"2 23","467 489",21,"76.19%","85.71%"
"1297","Montipora_capitata_HIv3___Scaffold_6_415143","Montipora_capitata_HIv3___RNAseq.g34627.t1b",0.718753036085911,0.0445448976870168,0.189535159473904,172,-20.1,"2 23","467 489",21,"76.19%","85.71%"
"1298","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___RNAseq.g34668.t1",0.870842859830432,0.00487807159577351,0.0761831546157201,154,-20.27,"2 15","364 387",13,"76.92%","92.31%"
"1299","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g18653.t1",0.910592892111312,0.00166905191093996,0.0542171942005306,160,-23.48,"2 22","740 765",22,"72.73%","72.73%"
"1300","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g15009.t1",-0.769021226604451,0.0257171196187316,0.147547437292433,158,-20.35,"2 24","572 592",22,"68.18%","77.27%"
"1301","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g15009.t1",0.958581266026709,0.000172163411928872,0.0321940626979655,146,-20.45,"2 22","10 37",25,"64.00%","68.00%"
"1302","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g36227.t1",-0.786542119258256,0.0205886227312289,0.133967666304255,158,-23.11,"2 23","794 814",21,"61.90%","85.71%"
"1303","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___TS.g26876.t1",0.908524700200162,0.001784718047275,0.0552531066203444,178,-24.22,"2 24","738 763",23,"73.91%","86.96%"
"1304","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g16951.t1",0.782858021190456,0.0216085198143359,0.136777498116737,156,-20.49,"2 13","60 82",11,"90.91%","100.00%"
"1305","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g19923.t1",-0.966430452983125,9.2209878336822e-05,0.0292015237725936,170,-23.8,"2 19","43 62",17,"82.35%","88.24%"
"1306","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g29616.t1",-0.844775321479794,0.00829548423418724,0.0925320774520118,152,-20.95,"2 17","493 511",15,"60.00%","93.33%"
"1307","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___RNAseq.g38043.t1",-0.764895958292157,0.0270286488117923,0.150716801946077,159,-20.39,"2 16","256 274",14,"85.71%","85.71%"
"1308","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g139.t1",0.712360327187483,0.0473991638969778,0.195086331663671,161,-22.77,"2 23","851 871",21,"71.43%","85.71%"
"1309","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g34659.t1",0.88079423464964,0.00386520713558417,0.0704934461289282,160,-20.69,"2 23","865 890",23,"65.22%","82.61%"
"1310","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g30625.t1",-0.728845251223548,0.040255169977968,0.180834702035327,156,-20.21,"2 21","749 772",19,"63.16%","78.95%"
"1311","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g29489.t1",0.934639200584728,0.000664286963229058,0.0424012140814122,155,-21.28,"2 21","202 224",20,"65.00%","80.00%"
"1312","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g47253.t1",0.819655678691321,0.0127519654744124,0.109514385280963,149,-22.94,"2 22","27 49",21,"66.67%","76.19%"
"1313","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g47616.t2",-0.793855472166995,0.0186541605548097,0.128414776517159,158,-22.72,"2 19","745 766",17,"70.59%","82.35%"
"1314","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g36707.t1",-0.887993522881526,0.00322443695999726,0.0663008078424976,148,-20.27,"2 13","218 236",11,"72.73%","100.00%"
"1315","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g35391.t1",0.778672232544813,0.0228047589948769,0.139992522915397,159,-20.89,"2 23","202 225",22,"68.18%","81.82%"
"1316","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g36884.t1",-0.755055267074102,0.0303215575529187,0.158731375075731,148,-25.5,"2 23","879 904",23,"65.22%","69.57%"
"1317","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g36884.t1",-0.755055267074102,0.0303215575529187,0.158731375075731,158,-27.55,"2 20","606 631",20,"75.00%","75.00%"
"1318","Montipora_capitata_HIv3___Scaffold_5_371097","Montipora_capitata_HIv3___RNAseq.g29029.t1",0.758271097321839,0.0292197900096432,0.156080435595458,168,-20.03,"2 23","896 922",24,"75.00%","79.17%"
"1319","Montipora_capitata_HIv3___Scaffold_11_742252","Montipora_capitata_HIv3___RNAseq.g3183.t1",-0.734132392561838,0.0381123189374951,0.176279805949328,180,-29.97,"2 17","508 525",15,"100.00%","100.00%"
"1320","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g22869.t1",-0.864190801467374,0.00564168509129828,0.0803092048883725,147,-20.4,"2 21","579 603",20,"60.00%","75.00%"
"1321","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g16247.t1a",0.951588893647241,0.000273445974733125,0.0348202110649477,148,-21.62,"2 23","71 103",29,"62.07%","65.52%"
"1322","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g41762.t1",0.715708615453547,0.0458908477686,0.192143746297458,169,-24.96,"2 22","110 132",20,"75.00%","80.00%"
"1323","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___TS.g1687.t1b",0.855297137456406,0.00677652299524735,0.0858978118326115,162,-22.24,"2 20","739 761",19,"73.68%","84.21%"
"1324","Montipora_capitata_HIv3___Scaffold_11_793245","Montipora_capitata_HIv3___RNAseq.g18108.t1",-0.785433070716323,0.0208924222757793,0.134789569969261,162,-22.5,"2 21","780 806",22,"72.73%","81.82%"
"1325","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.16356_t",0.838720742438052,0.00925993275415549,0.0964478374403201,167,-21.67,"2 20","1 21",18,"72.22%","88.89%"
"1326","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g15259.t1",-0.811705309015092,0.014421712704059,0.115158494267854,143,-22.68,"2 18","963 980",16,"68.75%","75.00%"
"1327","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g41359.t1",0.909869294381118,0.00170894742585992,0.0545946304091432,171,-20.47,"2 21","245 267",20,"75.00%","90.00%"
"1328","Montipora_capitata_HIv3___Scaffold_14_1001044","Montipora_capitata_HIv3___RNAseq.g5388.t1a",-0.728499889328024,0.0403976285536657,0.181114543152874,180,-28.91,"2 17","209 226",15,"100.00%","100.00%"
"1329","Montipora_capitata_HIv3___Scaffold_14_1001054","Montipora_capitata_HIv3___RNAseq.g5388.t1a",-0.728499889328024,0.0403976285536657,0.181114543152874,180,-28.91,"2 17","209 226",15,"100.00%","100.00%"
"1330","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g13873.t1",-0.717904947792361,0.0449174089375643,0.190232070803767,152,-24.47,"2 24","602 620",22,"68.18%","72.73%"
"1331","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g43705.t1",0.901266036481786,0.00223157935051152,0.0591122101119442,159,-24.2,"2 20","406 426",18,"77.78%","83.33%"
"1332","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g24328.t1",0.790348284414649,0.0195669959427488,0.131109730569074,169,-20.52,"2 22","974 995",20,"85.00%","85.00%"
"1333","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.45091_t",-0.776559198513355,0.0234239054570642,0.141680767202951,151,-20.17,"2 21","333 355",20,"65.00%","75.00%"
"1334","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.45091_t",-0.718876944907015,0.0444906294025409,0.189413146808392,162,-24.31,"2 15","518 537",13,"84.62%","100.00%"
"1335","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g43965.t1",-0.959809706248415,0.000157441733020715,0.0317594455020033,145,-22.7,"2 18","608 626",16,"62.50%","75.00%"
"1336","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g23220.t1",0.848587027559391,0.00772254233619514,0.0901099757628674,157,-24.14,"2 23","114 141",25,"64.00%","72.00%"
"1337","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g40052.t1",-0.767496797683017,0.0261970814391847,0.148678157106476,166,-24.25,"2 23","1 23",22,"77.27%","81.82%"
"1338","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___TS.g41641.t1",-0.835013065967,0.00988417741774476,0.0989303270015941,165,-24.45,"2 18","581 599",16,"75.00%","93.75%"
"1339","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g31926.t1",0.878746790994014,0.00406129591320262,0.0716751271788645,142,-23.32,"2 22","240 263",22,"63.64%","68.18%"
"1340","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g37067.t1",0.786015683278132,0.0207324828079014,0.134350004471491,150,-21.7,"2 17","391 414",15,"73.33%","86.67%"
"1341","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g19192.t1",0.869955452959987,0.00497584248077107,0.0766988102015608,166,-22.89,"2 23","248 271",21,"57.14%","90.48%"
"1342","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g46297.t1",-0.843392860863513,0.00850977242927166,0.0934119177584262,173,-21.86,"2 22","291 313",20,"75.00%","85.00%"
"1343","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___TS.g35505.t1",0.873544644861436,0.00458802374791301,0.0746412532336997,156,-24.59,"2 23","836 863",25,"64.00%","76.00%"
"1344","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g39881.t1",0.830872299745789,0.01061216684396,0.101689381335074,151,-22.39,"2 22","838 860",20,"65.00%","75.00%"
"1345","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g26785.t1",0.817269168486467,0.0132396175938153,0.111107986659411,150,-21.81,"2 15","530 548",13,"69.23%","92.31%"
"1346","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g7428.t1",0.758247487206098,0.029227787704119,0.156095511878793,158,-22.49,"2 21","971 995",21,"66.67%","85.71%"
"1347","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g45389.t1",-0.862814542772282,0.00580864504193172,0.0811297235202976,142,-22.75,"2 22","883 900",20,"65.00%","75.00%"
"1348","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___TS.g27250.t2",0.885750932878639,0.00341603253284996,0.0676271918471213,146,-26.5,"2 11","568 590",9,"88.89%","100.00%"
"1349","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___RNAseq.g1315.t1",0.709165955976593,0.0488656408819771,0.197913206792662,159,-20.08,"2 20","129 152",18,"72.22%","77.78%"
"1350","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g32063.t1",0.85800163232961,0.00641730727658313,0.0842619597082921,155,-21.54,"2 23","88 112",23,"65.22%","78.26%"
"1351","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g22410.t1",0.86768212261502,0.00523202491878669,0.0780831967112899,153,-21.85,"2 21","585 611",23,"69.57%","78.26%"
"1352","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g25781.t1",0.863301756230856,0.00574918214281922,0.0808741593681581,152,-20.33,"2 19","490 512",17,"70.59%","82.35%"
"1353","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g44298.t1",0.825049066857919,0.0116920599565479,0.105784728340406,144,-23.18,"2 23","733 764",29,"55.17%","68.97%"
"1354","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g789.t1",0.895725807620074,0.00261741322627199,0.0620792387511201,145,-20.43,"2 10","877 898",8,"100.00%","100.00%"
"1355","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g28029.t1",0.743952038978141,0.0343202211872426,0.167947609887709,154,-26.44,"2 20","271 295",20,"70.00%","75.00%"
"1356","Montipora_capitata_HIv3___Scaffold_11_742252","Montipora_capitata_HIv3___RNAseq.g46237.t1",0.720398604787549,0.0438274481950537,0.188040365616498,172,-21.11,"2 17","163 180",15,"93.33%","93.33%"
"1357","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g26593.t1",-0.862945933121349,0.00579257064326629,0.081064295833572,144,-22.7,"2 18","978 998",18,"55.56%","83.33%"
"1358","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g32124.t1",0.798364802520224,0.0175202457854801,0.12503836506825,167,-22.48,"2 22","911 935",22,"72.73%","86.36%"
"1359","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___TS.g46373.t1",0.82490361500142,0.0117198845323336,0.10589462371772,154,-21.27,"2 21","633 658",23,"65.22%","78.26%"
"1360","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g12069.t1a",-0.748466669281898,0.0326576802668524,0.16411065840218,163,-22.31,"2 19","275 292",17,"82.35%","88.24%"
"1361","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g15084.t1",-0.817092546799076,0.013276167390309,0.111243924214922,147,-29.02,"2 23","249 273",23,"60.87%","73.91%"
"1362","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___RNAseq.g48413.t1",-0.715897161066206,0.0458067872978202,0.191982876314358,151,-21.39,"2 18","634 651",16,"75.00%","81.25%"
"1363","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g39698.t1",0.781951344230014,0.0218642405245234,0.137452684517254,162,-25.57,"2 15","1 19",13,"84.62%","100.00%"
"1364","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g39698.t1",0.781951344230014,0.0218642405245234,0.137452684517254,162,-25.57,"2 15","1 19",13,"84.62%","100.00%"
"1365","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g39698.t1",0.781951344230014,0.0218642405245234,0.137452684517254,162,-25.57,"2 15","1 19",13,"84.62%","100.00%"
"1366","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g37514.t1",-0.895622669760966,0.0026249768506653,0.0621420838172572,161,-23.64,"2 18","528 547",16,"75.00%","87.50%"
"1367","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.17930_t",-0.886280832870442,0.00337011535879872,0.0673516378928556,153,-22.81,"2 15","371 390",14,"78.57%","92.86%"
"1368","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g21799.t1",-0.718833240773815,0.0445097659133791,0.189455782806912,150,-21.44,"2 19","141 157",17,"76.47%","76.47%"
"1369","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g43981.t1",-0.769162922526588,0.0256727855915394,0.147436988326538,159,-21.09,"2 24","268 291",23,"69.57%","78.26%"
"1370","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g37918.t1",0.885172232406097,0.00346663754615192,0.0679452616935467,166,-21.87,"2 19","361 383",17,"76.47%","88.24%"
"1371","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g31645.t1",0.753487515014435,0.030867798603642,0.159990238604374,173,-21.95,"2 23","558 583",23,"69.57%","86.96%"
"1372","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g25883.t1",-0.752047477047172,0.0313748307919299,0.161159320694495,149,-23.78,"2 20","870 893",21,"71.43%","71.43%"
"1373","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g25883.t1",-0.752047477047172,0.0313748307919299,0.161159320694495,149,-23.78,"2 20","870 893",21,"71.43%","71.43%"
"1374","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g25883.t1",-0.752047477047172,0.0313748307919299,0.161159320694495,149,-23.78,"2 20","870 893",21,"71.43%","71.43%"
"1375","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g44459.t1",0.76440071551718,0.0271888148316798,0.151118023985191,160,-20.02,"2 22","565 589",21,"66.67%","80.95%"
"1376","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g35563.t1",-0.737871384917145,0.0366398000059307,0.173074021351723,152,-27.58,"2 20","629 650",18,"61.11%","88.89%"
"1377","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g9129.t1",-0.758565582833315,0.02912014912805,0.1558354953821,159,-21.56,"2 22","630 655",22,"68.18%","81.82%"
"1378","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___TS.g34103.t1",-0.766788408516978,0.0264219851481474,0.149247615929569,146,-21.48,"2 22","149 169",20,"65.00%","70.00%"
"1379","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.38454_t",-0.765138706282543,0.0269503551612819,0.150552265774013,154,-20.39,"2 20","295 320",20,"70.00%","75.00%"
"1380","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g18394.t1",0.783975545006642,0.0212959018953711,0.135953828561834,170,-23.1,"2 20","128 152",19,"73.68%","94.74%"
"1381","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g135.t1",0.847231777377707,0.00792326147089679,0.0909893377633194,169,-20.76,"2 22","603 625",20,"70.00%","85.00%"
"1382","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g29530.t1",-0.739821766622305,0.0358856882410229,0.171422434226121,152,-23.46,"2 22","875 900",22,"68.18%","68.18%"
"1383","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g39744.t1",-0.773265093721084,0.0244097319166181,0.144242855625751,151,-26.87,"2 22","967 992",23,"65.22%","73.91%"
"1384","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g42131.t1",0.864841843368201,0.00556378873519742,0.0798903614308195,155,-20.78,"2 12","728 750",10,"100.00%","100.00%"
"1385","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g18434.t1",-0.789174161234511,0.0198786920516397,0.132019012891965,153,-21.08,"2 18","287 310",16,"62.50%","87.50%"
